lon,lat,OBJECTID,record_id,date_opened,record_status,record_status_date,date_closed,address,record_type,record_type_category,record_type_group,record_type_subtype,record_type_type,record_type_4level,record_name,description,planner_id,module,templateid,parent,children,constructcost,planner_name,planner_email,planner_phone,acalink,aalink,ORIG_FID,PHOTOTOUSE,application_type,mod_record_number,owner_seller,dimensions,facing,rate_card,estimated_cpm,availability,lighting,media_type,restrictions,booking_contact,buying_data_source,buying_data_confidence
-122.39155837199996,37.78095996400003,42,ORIG821,2015-12-18,Permitted,2015-12-18,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,650 02ND ST,,JPURVIS,Planning,15CAP-00000-00DSS,,,0,,,,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DSS&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DSS&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131725,ORIG821_03.JPG,,,Media owner to confirm; SF Planning GASP permit record,Est. 14 ft x 48 ft bulletin; seller to confirm,Field verification required,Est. $7.5k-$18k / 4 weeks,Est. $8-$18 CPM,Inquire - permitted inventory as of 2015-12-18; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Use GASP permit link for inquiry trail; media sales owner to confirm,Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.40770925099997,37.77716378000008,43,ORIG672,2015-12-18,Permitted,2015-12-17,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,1086 FOLSOM ST,GA Sign,ATAN,Planning,15CAP-00000-00DPK,,,0,Ada Tan,ada.tan@sfgov.org,628-652-7403,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DPK&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DPK&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131727,ORIG672_02.JPG,,,Media owner to confirm; SF Planning permit contact: Ada Tan,Est. 14 ft x 48 ft bulletin; seller to confirm,Field verification required,Est. $7.5k-$18k / 4 weeks,Est. $8-$18 CPM,Inquire - permitted inventory as of 2015-12-17; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Ada Tan / ada.tan@sfgov.org / 628-652-7403 (permit contact; media sales owner to confirm),Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.40065255299999,37.72502432300007,44,ORIG984,2015-12-18,Permitted,2015-12-18,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,1575 BAYSHORE BLVD,General Advertising Sign,ATAN,Planning,15CAP-00000-00DVH,,,0,Ada Tan,ada.tan@sfgov.org,628-652-7403,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DVH&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DVH&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131728,ORIG984_01.JPG,,,Media owner to confirm; SF Planning permit contact: Ada Tan,Est. 10 ft x 22 ft neighborhood poster; seller to confirm,Field verification required,Est. $2k-$6k / 4 weeks,Est. $4-$10 CPM,Inquire - permitted inventory as of 2015-12-18; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Ada Tan / ada.tan@sfgov.org / 628-652-7403 (permit contact; media sales owner to confirm),Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.40316512999999,37.777634704000036,45,ORIG746,2015-12-18,Permitted,2015-12-18,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,971 HARRISON ST,,JPURVIS,Planning,15CAP-00000-00DR3,,,0,,,,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DR3&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DR3&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131729,ORIG746_03.JPG,,,Media owner to confirm; SF Planning GASP permit record,Est. 14 ft x 48 ft bulletin; seller to confirm,Field verification required,Est. $7.5k-$18k / 4 weeks,Est. $8-$18 CPM,Inquire - permitted inventory as of 2015-12-18; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Use GASP permit link for inquiry trail; media sales owner to confirm,Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.40440254799995,37.77368632500003,46,ORIG799,2015-12-18,Permitted,2015-12-18,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,548 07TH ST,,JPURVIS,Planning,15CAP-00000-00DS9,,,0,,,,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DS9&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DS9&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131730,ORIG799_03.JPG,,,Media owner to confirm; SF Planning GASP permit record,Est. 14 ft x 48 ft bulletin; seller to confirm,Field verification required,Est. $7.5k-$18k / 4 weeks,Est. $8-$18 CPM,Inquire - permitted inventory as of 2015-12-18; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Use GASP permit link for inquiry trail; media sales owner to confirm,Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.40065255299999,37.72502432300007,47,ORIG985,2015-12-18,Permitted,2015-12-18,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,1575 BAYSHORE BLVD,,JPURVIS,Planning,15CAP-00000-00DVI,,,0,,,,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DVI&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DVI&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131731,ORIG985_02.JPG,,,Media owner to confirm; SF Planning GASP permit record,Est. 10 ft x 22 ft neighborhood poster; seller to confirm,Field verification required,Est. $2k-$6k / 4 weeks,Est. $4-$10 CPM,Inquire - permitted inventory as of 2015-12-18; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Use GASP permit link for inquiry trail; media sales owner to confirm,Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.40553258899996,37.77007049200006,48,ORIG807,2015-12-18,Permitted,2015-12-18,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,650 08TH ST,,JPURVIS,Planning,15CAP-00000-00DSH,,,0,,,,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DSH&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DSH&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131733,ORIG807_03.JPG,,,Media owner to confirm; SF Planning GASP permit record,Est. 14 ft x 48 ft bulletin; seller to confirm,Field verification required,Est. $7.5k-$18k / 4 weeks,Est. $8-$18 CPM,Inquire - permitted inventory as of 2015-12-18; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Use GASP permit link for inquiry trail; media sales owner to confirm,Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.41032754599996,37.77936364100003,49,ORIG661,2015-12-18,Permitted,2015-12-18,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,1083 MISSION ST,,JPURVIS,Planning,15CAP-00000-00DPA,,,0,,,,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DPA&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DPA&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131734,ORIG661_02.JPG,,,Media owner to confirm; SF Planning GASP permit record,Est. 14 ft x 48 ft bulletin; seller to confirm,Field verification required,Est. $7.5k-$18k / 4 weeks,Est. $8-$18 CPM,Inquire - permitted inventory as of 2015-12-18; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Use GASP permit link for inquiry trail; media sales owner to confirm,Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.40230210399994,37.725187067000036,50,ORIG999,2015-12-18,Permitted,2015-12-18,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,2901 SAN BRUNO AVE,,JPURVIS,Planning,15CAP-00000-00DVT,,,0,,,,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DVT&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DVT&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131736,ORIG999_01.JPG,,,Media owner to confirm; SF Planning GASP permit record,Est. 10 ft x 22 ft neighborhood poster; seller to confirm,Field verification required,Est. $2k-$6k / 4 weeks,Est. $4-$10 CPM,Inquire - permitted inventory as of 2015-12-18; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Use GASP permit link for inquiry trail; media sales owner to confirm,Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.408239864,37.77674359900004,51,ORIG669,2015-12-18,Permitted,2015-12-18,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,290 07TH ST,,JPURVIS,Planning,15CAP-00000-00DPG,,,0,,,,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DPG&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DPG&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131737,ORIG669_02.JPG,,,Media owner to confirm; SF Planning GASP permit record,Est. 14 ft x 48 ft bulletin; seller to confirm,Field verification required,Est. $7.5k-$18k / 4 weeks,Est. $8-$18 CPM,Inquire - permitted inventory as of 2015-12-18; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Use GASP permit link for inquiry trail; media sales owner to confirm,Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.39255653799995,37.73059426900005,52,ORIG973,2015-12-18,Permitted,2015-12-17,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,5210 03RD ST,General Advertising Sign,ATAN,Planning,15CAP-00000-00DV6,,,0,Ada Tan,ada.tan@sfgov.org,628-652-7403,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DV6&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DV6&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131739,ORIG973_03.JPG,,,Media owner to confirm; SF Planning permit contact: Ada Tan,Est. 10 ft x 22 ft neighborhood poster; seller to confirm,Field verification required,Est. $2k-$6k / 4 weeks,Est. $4-$10 CPM,Inquire - permitted inventory as of 2015-12-17; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Ada Tan / ada.tan@sfgov.org / 628-652-7403 (permit contact; media sales owner to confirm),Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.40615848699997,37.772704754000074,53,ORIG803,2015-12-18,Permitted,2015-12-18,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,17 DECATUR ST,,JPURVIS,Planning,15CAP-00000-00DSD,,,0,,,,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DSD&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DSD&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131741,ORIG803_04.JPG,,,Media owner to confirm; SF Planning GASP permit record,Est. 14 ft x 48 ft bulletin; seller to confirm,Field verification required,Est. $7.5k-$18k / 4 weeks,Est. $8-$18 CPM,Inquire - permitted inventory as of 2015-12-18; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Use GASP permit link for inquiry trail; media sales owner to confirm,Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.40435004199998,37.791315084000075,54,ORIG77,2015-12-18,Permitted,2015-12-18,,"333 KEARNY ST, SAN FRANCISCO, CA ",General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,333 KEARNY ST,,JPURVIS,Planning,15CAP-00000-00DRP,,,0,,,,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DRP&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DRP&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131742,ORIG77_01.JPG,,,Media owner to confirm; SF Planning GASP permit record,Est. 14 ft x 48 ft bulletin; seller to confirm,Field verification required,Est. $7.5k-$18k / 4 weeks,Est. $8-$18 CPM,Inquire - permitted inventory as of 2015-12-18; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Use GASP permit link for inquiry trail; media sales owner to confirm,Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.39674369,37.780133756000055,55,ORIG786,2015-12-18,Permitted,2015-12-18,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,539 BRYANT ST,,JPURVIS,Planning,15CAP-00000-00DRZ,,,0,,,,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DRZ&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DRZ&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131743,ORIG786_02.JPG,,,Media owner to confirm; SF Planning GASP permit record,Est. 14 ft x 48 ft bulletin; seller to confirm,Field verification required,Est. $7.5k-$18k / 4 weeks,Est. $8-$18 CPM,Inquire - permitted inventory as of 2015-12-18; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Use GASP permit link for inquiry trail; media sales owner to confirm,Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.40471932999998,37.77012796400004,56,ORIG804,2015-12-18,Permitted,2015-12-17,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,680 08TH ST,General Advertising Sign,ATAN,Planning,15CAP-00000-00DSE,,,0,Ada Tan,ada.tan@sfgov.org,628-652-7403,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DSE&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DSE&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131746,ORIG804_04.jpg,,,Media owner to confirm; SF Planning permit contact: Ada Tan,Est. 14 ft x 48 ft bulletin; seller to confirm,Field verification required,Est. $7.5k-$18k / 4 weeks,Est. $8-$18 CPM,Inquire - permitted inventory as of 2015-12-17; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Ada Tan / ada.tan@sfgov.org / 628-652-7403 (permit contact; media sales owner to confirm),Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.39307687899998,37.74459120800003,57,ORIG934,2015-12-18,Permitted,2015-12-18,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,1801 EVANS AVE,,JPURVIS,Planning,15CAP-00000-00DUN,,,0,,,,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DUN&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DUN&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131747,ORIG934_05.JPG,,,Media owner to confirm; SF Planning GASP permit record,Est. 10 ft x 22 ft neighborhood poster; seller to confirm,Field verification required,Est. $2k-$6k / 4 weeks,Est. $4-$10 CPM,Inquire - permitted inventory as of 2015-12-18; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Use GASP permit link for inquiry trail; media sales owner to confirm,Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.40729419099995,37.79000132200008,58,ORIG82,2015-12-18,Permitted,2015-12-18,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,427 STOCKTON ST,,JPURVIS,Planning,15CAP-00000-00DSR,,,0,,,,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DSR&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DSR&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131749,ORIG82_01.JPG,,,Media owner to confirm; SF Planning GASP permit record,Est. 14 ft x 48 ft bulletin; seller to confirm,Field verification required,Est. $7.5k-$18k / 4 weeks,Est. $8-$18 CPM,Inquire - permitted inventory as of 2015-12-18; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Use GASP permit link for inquiry trail; media sales owner to confirm,Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.39307687899998,37.74459120800003,59,ORIG933,2015-12-18,Permitted,2015-12-18,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,1801 EVANS ST,,JPURVIS,Planning,15CAP-00000-00DUM,,,0,,,,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DUM&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DUM&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131750,ORIG933_03.JPG,,,Media owner to confirm; SF Planning GASP permit record,Est. 10 ft x 22 ft neighborhood poster; seller to confirm,Field verification required,Est. $2k-$6k / 4 weeks,Est. $4-$10 CPM,Inquire - permitted inventory as of 2015-12-18; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Use GASP permit link for inquiry trail; media sales owner to confirm,Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.38850156499996,37.75315847500008,60,ORIG881,2015-12-18,Permitted,2015-12-17,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,1495 TENNESSEE ST,General Advertising Sign,ATAN,Planning,15CAP-00000-00DTK,,,0,Ada Tan,ada.tan@sfgov.org,628-652-7403,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DTK&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DTK&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131751,ORIG881_02.JPG,,,Media owner to confirm; SF Planning permit contact: Ada Tan,Est. 12 ft x 25 ft poster/bulletin; seller to confirm,Field verification required,Est. $4k-$10k / 4 weeks,Est. $6-$14 CPM,Inquire - permitted inventory as of 2015-12-17; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Ada Tan / ada.tan@sfgov.org / 628-652-7403 (permit contact; media sales owner to confirm),Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.38848230499997,37.76329907000007,61,ORIG848,2015-12-18,Permitted,2015-12-18,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,2085 03RD ST,,JPURVIS,Planning,15CAP-00000-00DT3,,,0,,,,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DT3&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DT3&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131752,ORIG848_02.JPG,,,Media owner to confirm; SF Planning GASP permit record,Est. 12 ft x 25 ft poster/bulletin; seller to confirm,Field verification required,Est. $4k-$10k / 4 weeks,Est. $6-$14 CPM,Inquire - permitted inventory as of 2015-12-18; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Use GASP permit link for inquiry trail; media sales owner to confirm,Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.39936340699995,37.79157575100004,62,ORIG75,2015-12-18,Permitted,2015-12-17,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,22 BATTERY ST,General Advertising Sign,ATAN,Planning,15CAP-00000-00DR7,,,0,Ada Tan,ada.tan@sfgov.org,628-652-7403,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DR7&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DR7&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131753,ORIG75_06.JPG,,,Media owner to confirm; SF Planning permit contact: Ada Tan,Est. 14 ft x 48 ft bulletin; seller to confirm,Field verification required,Est. $7.5k-$18k / 4 weeks,Est. $8-$18 CPM,Inquire - permitted inventory as of 2015-12-17; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Ada Tan / ada.tan@sfgov.org / 628-652-7403 (permit contact; media sales owner to confirm),Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
-122.40705831599996,37.764284985000074,63,ORIG847,2015-12-18,Permitted,2015-12-18,,,General Advertising Signs (GAS),GAS,Planning,Other,Other,Planning/Other/Other/GAS,401 POTRERO AVE,,JPURVIS,Planning,15CAP-00000-00DT2,,,0,,,,https://aca-prod.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00DT2&agencyCode=CCSF,https://ccsf-prod-av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00DT2&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,131755,ORIG847_02.JPG,,,Media owner to confirm; SF Planning GASP permit record,Est. 14 ft x 48 ft bulletin; seller to confirm,Field verification required,Est. $7.5k-$18k / 4 weeks,Est. $8-$18 CPM,Inquire - permitted inventory as of 2015-12-18; open flight dates seller-confirmed,Static face; lighting seller-confirmed,Static,"Permitted SF GASP permit terms; owner approval, creative specs, and regulated-category restrictions must be verified before booking",Use GASP permit link for inquiry trail; media sales owner to confirm,Modeled from SF Planning GASP permit metadata; confirm with media owner before purchase,estimated
